ProcessorLoad,MemoryUsage,OutBandwidth,Latency,CLPVariation
0.131,0.505,0.939,0.43,0.765
0.472,0.337,0.921,0.225,0.765
0.899,0.894,0.373,0.777,-0.615
0.843,0.205,0.351,0.917,-0.567
0.968,0.017,0.005,0.682,-0.297
0.695,0.866,0.191,0.748,-0.297
0.948,0.646,0.96,0.499,-0.765
0.849,0.025,0.956,0.61,-0.761
0.313,0.929,0.405,0.928,-0.718
0.624,0.407,0.236,0.072,0.765
0.482,0.967,0.113,0.794,-0.297
0.848,0.439,0.684,0.538,-0.765
0.385,0.724,0.024,0.693,0.754
0.134,0.082,0.934,0.524,0.765
0.405,0.289,0.342,0.728,0.756
0.252,0.011,0.731,0.064,0.765
0.408,0.123,0.821,0.293,0.765
0.058,0.283,0.108,0.976,0.765
0.287,0.421,0.997,0.678,0.752
0.895,0.2,0.008,0.475,-0.297
0.072,0.439,0.519,0.12,0.759
0.317,0.912,0.326,0.318,-0.523
0.052,0.266,0.352,0.512,0.754
0.228,0.219,0.084,0.963,0.765
0.843,0.132,0.7,0.419,-0.765
0.696,0.189,0.173,0.173,0.765
0.389,0.115,0.741,0.546,0.765
0.272,0.116,0.508,0.929,0.762
0.189,0.18,0.883,0.909,0.762
0.242,0.889,0.949,0.18,-0.765
0.026,0.848,0.446,0.177,-0.762
0.364,0.161,0.549,0.708,0.761
0.379,0.022,0.008,0.26,0.765
0.281,0.793,0.886,0.556,-0.372
0.187,0.094,0.813,0.179,0.765
0.835,0.154,0.33,0.742,-0.529
0.469,0.352,0.39,0.821,0.762
0.642,0.189,0.927,0.893,0.762
0.225,0.803,0.086,0.438,-0.297
0.146,0.231,0.12,0.992,0.765
0.585,0.74,0.042,0.443,0.216
0.521,0.175,0.415,0.708,0.765
0.886,0.927,0.041,0.683,-0.297
0.494,0.284,0.381,0.359,0.761
0.024,0.748,0.306,0.892,0.745
0.448,0.524,0.861,0.819,0.757
0.112,0.391,0.84,0.574,0.765
0.959,0.594,0.333,0.377,-0.532
0.17,0.095,0.14,0.119,0.765
0.013,0.796,0.469,0.13,-0.593
0.584,0.097,0.502,0.798,0.762
0.144,0.711,0.684,0.301,0.686
0.395,0.482,0.97,0.721,0.761
0.934,0.362,0.967,0.652,-0.741
0.013,0.64,0.32,0.117,0.754
0.211,0.177,0.658,0.496,0.765
0.52,0.53,0.226,0.187,0.746
0.231,0.365,0.31,0.054,0.752
0.272,0.961,0.906,0.968,-0.762
0.759,0.653,0.247,0.387,-0.107
0.983,0.783,0.974,0.864,-0.762
0.04,0.84,0.667,0.907,-0.762
0.54,0.593,0.079,0.984,0.752
0.849,0.782,0.744,0.796,-0.762
0.166,0.451,0.127,0.227,0.765
0.941,0.292,0.47,0.204,-0.749
0.851,0.52,0.906,0.36,-0.765
0.766,0.34,0.25,0.276,0.752
0.626,0.978,0.239,0.079,-0.392
0.654,0.89,0.014,0.101,-0.297
0.722,0.483,0.308,0.311,0.752
0.922,0.879,0.845,0.57,-0.765
0.274,0.73,0.539,0.557,0.544
0.846,0.45,0.46,0.997,-0.762
0.834,0.456,0.767,0.432,-0.765
0.406,0.474,0.128,0.622,0.765
0.448,0.15,0.187,0.279,0.765
0.574,0.008,0.327,0.247,0.754
0.815,0.604,0.135,0.572,-0.297
0.777,0.788,0.188,0.189,-0.233
0.436,0.305,0.994,0.963,0.762
0.73,0.068,0.46,0.68,0.716
0.074,0.759,0.887,0.081,0.279
0.299,0.467,0.211,0.431,0.765
0.112,0.032,0.243,0.47,0.765
0.666,0.724,0.247,0.647,0.319
0.722,0.377,0.065,0.424,0.755
0.112,0.435,0.33,0.11,0.755
0.11,0.107,0.872,0.411,0.765
0.803,0.302,0.211,0.529,-0.332
0.906,0.374,0.178,0.066,-0.297
0.546,0.148,0.296,0.195,0.75
0.318,0.062,0.028,0.898,0.765
0.204,0.48,0.164,0.885,0.765
0.378,0.374,0.429,0.036,0.764
0.795,0.93,0.832,0.802,-0.762
0.939,0.841,0.595,0.521,-0.765
0.27,0.705,0.878,0.732,0.762
0.68,0.202,0.309,0.699,0.752
0.416,0.743,0.649,0.937,0.745
0.317,0.176,0.56,0.371,0.765
0.477,0.657,0.594,0.544,0.413
0.914,0.834,0.069,0.719,-0.297
0.355,0.557,0.928,0.081,0.765
0.906,0.218,0.857,0.367,-0.765
0.048,0.766,0.74,0.152,0.211
0.296,0.303,0.269,0.491,0.756
0.634,0.671,0.76,0.527,0.208
0.851,0.634,0.598,0.599,-0.765
0.516,0.083,0.939,0.636,0.748
0.813,0.982,0.713,0.907,-0.762
0.2,0.661,0.595,0.46,0.765
0.63,0.539,0.79,0.762,0.757
0.753,0.289,0.958,0.732,0.747
0.597,0.871,0.948,0.13,-0.765
0.632,0.239,0.885,0.205,0.765
0.86,0.523,0.03,0.231,-0.297
0.649,0.501,0.592,0.952,0.748
0.821,0.467,0.119,0.805,-0.297
0.695,0.638,0.707,0.116,0.214
0.278,0.955,0.962,0.416,-0.765
0.909,0.583,0.123,0.464,-0.297
0.745,0.228,0.416,0.343,0.742
0.85,0.836,0.81,0.213,-0.765
0.039,0.669,0.107,0.775,0.765
0.118,0.508,0.814,0.741,0.762
0.282,0.353,0.149,0.187,0.765
0.664,0.965,0.565,0.897,-0.762
0.347,0.599,0.524,0.42,0.764
0.059,0.829,0.721,0.629,-0.751
0.813,0.409,0.588,0.309,-0.765
0.899,0.195,0.789,0.159,-0.765
0.235,0.836,0.381,0.406,-0.629
0.325,0.964,0.304,0.906,-0.489
0.027,0.836,0.604,0.083,-0.765
0.107,0.553,0.937,0.273,0.765
0.483,0.351,0.651,0.807,0.761
0.994,0.64,0.359,0.753,-0.581
0.537,0.272,0.524,0.724,0.762
0.86,0.194,0.553,0.527,-0.765
0.12,0.557,0.566,0.85,0.762
0.992,0.137,0.445,0.541,-0.762
0.055,0.81,0.283,0.449,-0.457
0.477,0.75,0.745,0.943,0.758
0.768,0.149,0.432,0.555,0.762
0.143,0.807,0.734,0.443,-0.765
0.574,0.999,0.936,0.116,-0.765
0.32,0.235,0.698,0.214,0.765
0.38,0.781,0.085,0.853,0.762
0.754,0.46,0.808,0.689,0.751
0.718,0.64,0.599,0.795,0.506
0.511,0.028,0.194,0.078,0.765
0.355,0.16,0.814,0.515,0.765
0.476,0.797,0.581,0.908,-0.629
0.367,0.393,0.235,0.766,0.765
0.329,0.783,0.553,0.553,0.179
0.162,0.633,0.229,0.09,0.765
0.41,0.66,0.98,0.373,0.64
0.517,0.025,0.84,0.09,0.765
0.969,0.823,0.34,0.497,-0.512
0.632,0.09,0.154,0.139,0.765
0.844,0.748,0.348,0.24,-0.561
0.583,0.932,0.938,0.373,-0.765
0.255,0.903,0.374,0.892,-0.618
0.686,0.297,0.901,0.15,0.765
0.59,0.963,0.552,0.324,-0.765
0.785,0.677,0.926,0.056,-0.533
0.858,0.771,0.436,0.529,-0.763
0.019,0.524,0.592,0.109,0.765
0.293,0.71,0.787,0.9,0.759
0.209,0.634,0.441,0.892,0.762
0.347,0.517,0.13,0.073,0.765
0.401,0.239,0.006,0.96,0.765
0.118,0.763,0.119,0.306,0.758
0.33,0.041,0.878,0.819,0.762
0.415,0.877,0.195,0.903,-0.297
0.044,0.864,0.53,0.903,-0.762
0.775,0.055,0.123,0.809,0.758
0.674,0.201,0.703,0.537,0.765
0.399,0.913,0.58,0.276,-0.765
0.746,0.351,0.932,0.857,0.741
0.731,0.177,0.176,0.543,0.746
0.801,0.212,0.995,0.459,-0.765
0.074,0.602,0.902,0.021,0.765
0.317,0.334,0.068,0.665,0.765
0.625,0.14,0.341,0.715,0.756
0.923,0.627,0.146,0.964,-0.297
0.177,0.978,0.253,0.157,-0.412
0.456,0.296,0.512,0.786,0.762
0.909,0.238,0.135,0.849,-0.297
0.624,0.145,0.157,0.892,0.765
0.321,0.097,0.9,0.111,0.765
0.391,0.94,0.894,0.955,-0.762
0.397,0.406,0.113,0.647,0.765
0.797,0.974,0.694,0.378,-0.765
0.166,0.852,0.414,0.298,-0.755
0.174,0.939,0.785,0.519,-0.765
0.611,0.017,0.207,0.375,0.765
0.482,0.473,0.387,0.805,0.748
0.166,0.252,0.801,0.25,0.765
0.006,0.844,0.105,0.362,-0.297
0.075,0.864,0.359,0.488,-0.55
0.51,0.785,0.142,0.387,0.184
0.86,0.189,0.304,0.472,-0.477
0.616,0.537,0.121,0.234,0.754
0.761,0.632,0.742,0.583,-0.199
0.989,0.881,0.594,0.895,-0.761
0.482,0.49,0.9,0.051,0.522
0.213,0.076,0.294,0.521,0.752
0.818,0.915,0.883,0.625,-0.754
0.094,0.679,0.792,0.589,0.765
0.682,0.853,0.452,0.249,-0.76
0.62,0.909,0.646,0.38,-0.765
0.612,0.713,0.017,0.972,0.487
0.414,0.072,0.44,0.483,0.762
0.901,0.809,0.575,0.233,-0.765
0.769,0.018,0.196,0.044,0.763
0.768,0.381,0.507,0.021,0.387
0.004,0.086,0.058,0.47,0.765
0.477,0.959,0.495,0.619,-0.753
0.971,0.905,0.735,0.72,-0.761
0.057,0.137,0.373,0.933,0.76
0.766,0.425,0.72,0.375,0.342
0.766,0.443,0.689,0.243,0.298
0.944,0.655,0.163,0.444,-0.297
0.287,0.292,0.463,0.72,0.761
0.602,0.702,0.201,0.109,0.675
0.751,0.919,0.468,0.416,-0.749
0.736,0.929,0.646,0.518,-0.765
0.349,0.423,0.957,0.984,0.762
0.916,0.814,0.037,0.762,-0.297
0.787,0.779,0.083,0.677,-0.222
0.227,0.324,0.612,0.244,0.765
0.383,0.178,0.313,0.042,0.753
0.996,0.481,0.806,0.001,-0.765
0.341,0.42,0.99,0.666,0.747
0.896,0.19,0.457,0.092,-0.757
0.867,0.109,0.283,0.493,-0.453
0.747,0.418,0.886,0.53,0.502
0.217,0.894,0.516,0.826,-0.762
0.839,0.114,0.944,0.149,-0.765
0.907,0.97,0.807,0.381,-0.765
0.595,0.961,0.137,0.39,-0.297
0.816,0.988,0.563,0.128,-0.765
0.958,0.348,0.514,0.435,-0.761
0.806,0.306,0.022,0.444,-0.297
0.163,0.63,0.643,0.603,0.764
0.158,0.327,0.709,0.051,0.765
0.544,0.079,0.584,0.798,0.761
0.889,0.359,0.603,0.511,-0.765
0.81,0.016,0.23,0.007,-0.376
0.707,0.695,0.427,0.549,0.645
0.42,0.331,0.984,0.198,0.765
0.687,0.949,0.136,0.164,-0.297
0.675,0.484,0.948,0.018,0.352
0.017,0.098,0.801,0.785,0.762
0.4,0.727,0.501,0.031,0.6
0.413,0.514,0.781,0.404,0.765
0.392,0.901,0.567,0.161,-0.765
0.866,0.526,0.347,0.154,-0.559
0.161,0.05,0.006,0.164,0.765
0.85,0.925,0.979,0.365,-0.765
0.441,0.947,0.6,0.143,-0.765
0.561,0.08,0.291,0.154,0.749
0.338,0.125,0.405,0.917,0.763
0.544,0.683,0.456,0.807,0.762
0.2,0.252,0.68,0.389,0.765
0.617,0.58,0.568,0.108,0.233
0.68,0.317,0.881,0.485,0.765
0.989,0.35,0.877,0.217,-0.765
0.3,0.158,0.174,0.807,0.765
0.806,0.925,0.1,0.317,-0.297
0.087,0.623,0.273,0.689,0.754
0.186,0.123,0.705,0.026,0.765
0.18,0.308,0.471,0.777,0.762
0.045,0.218,0.661,0.743,0.762
0.642,0.094,0.614,0.78,0.761
0.682,0.829,0.982,0.53,-0.765
0.386,0.618,0.228,0.277,0.765
0.793,0.274,0.497,0.355,-0.169
0.385,0.824,0.442,0.001,-0.762
0.497,0.908,0.485,0.4,-0.74
0.393,0.687,0.577,0.25,0.622
0.579,0.064,0.293,0.301,0.75
0.85,0.628,0.608,0.251,-0.765
0.007,0.806,0.88,0.657,-0.743
0.821,0.781,0.605,0.23,-0.765
0.985,0.365,0.731,0.292,-0.765
0.935,0.323,0.78,0.917,-0.762
0.936,0.19,0.727,0.095,-0.765
0.666,0.451,0.346,0.261,0.74
0.636,0.815,0.503,0.888,-0.762
0.519,0.563,0.815,0.948,0.745
0.648,0.342,0.796,0.595,0.765
0.331,0.855,0.618,0.751,-0.761
0.709,0.485,0.311,0.655,0.752
0.112,0.807,0.761,0.215,-0.765
0.369,0.259,0.667,0.933,0.762
0.837,0.962,0.776,0.313,-0.765
0.75,1.0,0.5,0.732,-0.762
0.465,0.42,0.918,0.599,0.765
0.299,0.381,0.81,0.775,0.762
0.445,0.2,0.125,0.21,0.765
0.175,0.947,0.884,0.353,-0.765
0.432,0.891,0.696,0.985,-0.762
0.444,0.515,0.536,0.453,0.675
0.613,0.71,0.046,0.068,0.536
0.007,0.168,0.223,0.041,0.765
0.593,0.994,0.147,0.306,-0.297
0.621,0.536,0.993,0.852,0.754
0.18,0.417,0.635,0.106,0.765
0.032,0.699,0.513,0.638,0.746
0.647,0.315,0.718,0.506,0.765
0.393,0.778,0.148,0.733,0.756
0.392,0.803,0.974,0.554,-0.765
0.735,0.089,0.742,0.559,0.505
0.797,0.117,0.858,0.769,-0.762
0.863,0.149,0.429,0.573,-0.764
0.506,0.268,0.309,0.673,0.752
0.174,0.083,0.76,0.077,0.765
0.265,0.156,0.371,0.908,0.759
0.384,0.764,0.504,0.423,0.4
0.059,0.323,0.349,0.593,0.754
0.809,0.675,0.499,0.923,-0.762
0.124,0.745,0.263,0.57,0.742
0.685,0.337,0.134,0.096,0.765
0.202,0.518,0.966,0.775,0.762
0.063,0.788,0.265,0.899,-0.133
0.979,0.224,0.731,0.91,-0.762
0.316,0.626,0.75,0.469,0.765
0.886,0.859,0.255,0.277,-0.416
0.037,0.59,0.693,0.81,0.762
0.698,0.859,0.437,0.899,-0.763
0.758,0.991,0.438,0.84,-0.763
0.321,0.286,0.156,0.564,0.765
0.105,0.848,0.556,0.63,-0.751
0.041,0.413,0.29,0.368,0.749
0.828,0.619,0.932,0.633,-0.749
0.259,0.497,0.743,0.385,0.765
0.722,0.425,0.112,0.849,0.741
0.293,0.848,0.653,0.658,-0.744
0.414,0.578,0.502,0.183,0.75
0.166,0.965,0.599,0.168,-0.765
0.953,0.842,0.515,0.934,-0.762
0.082,0.598,0.606,0.19,0.765
0.919,0.492,0.833,0.485,-0.765
0.891,0.687,0.19,0.356,-0.297
0.528,0.735,0.871,0.996,0.724
0.454,0.199,0.535,0.494,0.765
0.068,0.263,0.028,0.389,0.765
0.199,0.935,0.096,0.558,-0.297
0.64,0.751,0.681,0.618,0.006
0.735,0.176,0.597,0.233,0.505
0.684,0.258,0.25,0.681,0.764
0.177,0.889,0.141,0.454,-0.297
0.558,0.746,0.96,0.019,-0.126
0.208,0.087,0.408,0.19,0.764
0.59,0.835,0.5,0.056,-0.748
0.676,0.705,0.413,0.085,0.651
0.811,0.131,0.394,0.64,-0.658
0.584,0.709,0.408,0.84,0.579
0.382,0.772,0.157,0.775,0.751
0.597,0.275,0.568,0.768,0.762
0.133,0.091,0.403,0.595,0.762
0.157,0.268,0.753,0.726,0.762
0.978,0.743,0.221,0.948,-0.357
0.304,0.998,0.737,0.192,-0.765
0.12,0.062,0.182,0.829,0.765
0.494,0.894,0.371,0.996,-0.611
0.788,0.085,0.855,0.181,-0.253
0.76,0.578,0.279,0.286,-0.128
0.992,0.549,0.666,0.329,-0.765
0.887,0.668,0.565,0.023,-0.765
0.067,0.254,0.259,0.56,0.76
0.451,0.454,0.498,0.692,0.756
0.48,0.515,0.644,0.242,0.529
0.209,0.727,0.489,0.923,0.749
0.786,0.068,0.299,0.239,-0.043
0.98,0.626,0.075,0.033,-0.297
0.718,0.08,0.272,0.273,0.754
0.047,0.666,0.43,0.093,0.763
0.113,0.761,0.827,0.384,0.257
0.854,0.585,0.417,0.464,-0.758
0.385,0.316,0.265,0.025,0.757
0.456,0.853,0.393,0.125,-0.674
0.619,0.706,0.94,0.647,0.396
0.645,0.456,0.282,0.629,0.743
0.838,0.718,0.542,0.499,-0.765
0.757,0.524,0.658,0.328,0.048
0.45,0.143,0.794,0.941,0.762
0.522,0.771,0.411,0.646,0.235
0.443,0.167,0.695,0.448,0.765
0.587,0.924,0.043,0.468,-0.297
0.093,0.507,0.303,0.796,0.751
0.031,0.741,0.573,0.807,0.739
0.356,0.868,0.682,0.894,-0.762
0.323,0.859,0.656,0.165,-0.765
0.718,0.848,0.583,0.489,-0.765
0.923,0.795,0.07,0.76,-0.297
0.149,0.687,0.544,0.168,0.765
0.517,0.931,0.168,0.119,-0.297
0.326,0.671,0.63,0.521,0.765
0.827,0.161,0.36,0.002,-0.585
0.694,0.09,0.126,0.153,0.765
0.742,0.064,0.585,0.623,0.447
0.71,0.568,0.75,0.603,0.228
0.802,0.218,0.841,0.324,-0.765
0.391,0.517,0.341,0.053,0.756
0.948,0.981,0.049,0.714,-0.297
0.861,0.678,0.586,0.29,-0.765
0.837,0.614,0.749,0.885,-0.762
0.986,0.662,0.693,0.223,-0.765
0.786,0.282,0.704,0.987,0.225
0.322,0.389,0.135,0.907,0.765
0.438,0.855,0.61,0.514,-0.765
0.958,0.346,0.42,0.291,-0.764
0.105,0.739,0.058,0.625,0.74
0.438,0.756,0.096,0.75,0.744
0.214,0.574,0.434,0.438,0.763
0.572,0.987,0.893,0.343,-0.765
0.195,0.594,0.926,0.945,0.762
0.728,0.999,0.279,0.407,-0.451
0.973,0.629,0.143,0.671,-0.297
0.094,0.154,0.743,0.721,0.761
0.476,0.557,0.409,0.102,0.747
0.186,0.993,0.249,0.497,-0.406
0.842,0.364,0.182,0.076,-0.297
0.189,0.147,0.54,0.019,0.765
0.391,0.222,0.01,0.591,0.765
0.932,0.934,0.417,0.099,-0.765
0.143,0.858,0.044,0.698,-0.297
0.18,0.395,0.017,0.62,0.765
0.452,0.269,0.802,0.586,0.765
0.935,0.234,0.975,0.53,-0.765
0.135,0.146,0.314,0.741,0.753
0.678,0.193,0.731,0.253,0.765
0.387,0.804,0.096,0.274,-0.297
0.495,0.292,0.098,0.647,0.765
0.879,0.793,0.502,0.954,-0.762
0.277,0.785,0.093,0.609,0.254
0.516,0.578,0.438,0.227,0.744
0.815,0.579,0.228,0.793,-0.372
0.638,0.086,0.168,0.847,0.765
0.596,0.78,0.656,0.476,-0.508
0.78,0.746,0.497,0.661,-0.196
0.883,0.617,0.245,0.839,-0.401
0.342,0.091,0.685,0.99,0.762
0.192,0.376,0.185,0.697,0.765
0.467,0.211,0.39,0.519,0.76
0.341,0.112,0.572,0.258,0.765
0.917,0.007,0.069,0.887,-0.297
0.54,0.293,0.443,0.954,0.762
0.068,0.913,0.681,0.151,-0.765
0.042,0.786,0.598,0.372,-0.18
0.292,0.748,0.597,0.505,0.404
0.945,0.377,0.573,0.477,-0.765
0.791,0.787,0.087,0.6,-0.291
0.854,0.653,0.662,0.046,-0.765
0.277,0.894,0.837,0.238,-0.765
0.991,0.539,0.502,0.766,-0.762
0.437,0.013,0.091,0.784,0.765
0.036,0.809,0.028,0.164,-0.297
0.895,0.272,0.75,0.358,-0.765
0.869,0.227,0.624,0.927,-0.761
0.019,0.176,0.951,0.472,0.765
0.985,0.306,0.46,0.775,-0.762
0.54,0.329,0.011,0.32,0.765
0.521,0.003,0.059,0.882,0.765
0.37,0.873,0.822,0.625,-0.754
0.883,0.39,0.69,0.95,-0.762
0.977,0.956,0.0,0.829,-0.297
0.839,0.109,0.702,0.677,-0.751
0.777,0.787,0.746,0.346,-0.631
0.084,0.64,0.452,0.999,0.762
0.894,0.698,0.221,0.881,-0.357
0.222,0.152,0.215,0.481,0.765
0.612,0.377,0.099,0.606,0.765
0.878,0.426,0.209,0.471,-0.326
0.121,0.879,0.289,0.447,-0.466
0.006,0.768,0.079,0.011,0.762
0.96,0.982,0.675,0.095,-0.765
0.156,0.343,0.386,0.806,0.761
0.518,0.838,0.436,0.049,-0.763
0.018,0.118,0.641,0.729,0.761
0.549,0.695,0.173,0.526,0.759
0.158,0.421,0.209,0.383,0.765
0.292,0.662,0.152,0.187,0.765
0.668,0.535,0.956,0.928,0.761
0.117,0.694,0.702,0.588,0.765
0.731,0.382,0.938,0.909,0.752
0.936,0.624,0.075,0.149,-0.297
0.017,0.701,0.061,0.859,0.764
0.429,0.477,0.65,0.328,0.744
0.607,0.557,0.989,0.039,0.245
0.558,0.304,0.215,0.334,0.765
0.37,0.483,0.831,0.195,0.765
0.747,0.118,0.786,0.193,0.403
0.581,0.291,0.758,0.088,0.765
0.475,0.076,0.435,0.649,0.763
0.613,0.42,0.326,0.659,0.753
0.027,0.007,0.976,0.888,0.762
0.406,0.128,0.13,0.634,0.765
0.791,0.822,0.75,0.325,-0.765
0.385,0.933,0.088,0.508,-0.297
0.612,0.975,0.04,0.913,-0.297
0.054,0.149,0.35,0.778,0.757
0.273,0.558,0.386,0.362,0.761
0.015,0.332,0.514,0.336,0.757
0.718,0.934,0.517,0.672,-0.749
0.767,0.927,0.23,0.249,-0.376
0.629,0.554,0.869,0.907,0.76
0.623,0.474,0.021,0.125,0.742
0.031,0.691,0.221,0.944,0.765
0.785,0.021,0.289,0.132,0.006
0.836,0.929,0.399,0.334,-0.695
0.697,0.48,0.908,0.402,0.329
0.581,0.113,0.618,0.941,0.761
0.415,0.713,0.776,0.248,0.529
0.45,0.315,0.24,0.464,0.765
0.559,0.872,0.224,0.134,-0.364
0.52,0.393,0.897,0.225,0.765
0.026,0.575,0.006,0.967,0.765
0.74,0.74,0.914,0.305,-0.08
0.691,0.235,0.998,0.59,0.765
0.105,0.775,0.42,0.675,0.758
0.359,0.447,0.617,0.454,0.765
0.574,0.676,0.662,0.75,0.762
0.735,0.567,0.283,0.394,0.169
0.039,0.743,0.246,0.814,0.741
0.505,0.089,0.371,0.077,0.759
0.679,0.044,0.017,0.858,0.765
0.212,0.555,0.644,0.851,0.761
0.171,0.721,0.085,0.425,0.753
0.081,0.843,0.985,0.388,-0.765
0.753,0.997,0.27,0.405,-0.438
0.31,0.784,0.421,0.805,0.495
0.266,0.983,0.34,0.677,-0.535
0.403,0.249,0.51,0.043,0.754
0.378,0.224,0.959,0.724,0.762
0.499,0.567,0.295,0.215,0.739
0.895,0.818,0.398,0.799,-0.691
0.732,0.904,0.761,0.628,-0.752
0.687,0.121,0.52,0.352,0.76
0.043,0.344,0.026,0.209,0.765
0.156,0.592,0.077,0.676,0.765
0.179,0.268,0.259,0.303,0.76
0.749,0.156,0.674,0.65,0.47
0.702,0.775,0.632,0.115,-0.294
0.211,0.357,0.45,0.148,0.762
0.436,0.068,0.918,0.835,0.762
0.862,0.636,0.838,0.144,-0.765
0.202,0.703,0.233,0.028,0.763
0.262,0.076,0.059,0.138,0.765
0.469,0.395,0.94,0.759,0.762
0.775,0.534,0.92,0.666,0.009
0.94,0.822,0.875,0.315,-0.765
0.39,0.915,0.463,0.487,-0.751
0.48,0.6,0.134,0.67,0.745
0.173,0.375,0.432,0.862,0.763
0.849,0.452,0.911,0.541,-0.765
0.438,0.286,0.99,0.79,0.762
0.56,0.239,0.736,0.493,0.765
0.672,0.411,0.842,0.296,0.603
0.063,0.366,0.292,0.259,0.749
0.557,0.694,0.65,0.923,0.759
0.297,0.255,0.602,0.168,0.765
0.468,0.298,0.259,0.101,0.76
0.502,0.196,0.518,0.909,0.762
0.488,0.925,0.224,0.471,-0.364
0.095,0.826,0.063,0.282,-0.297
0.044,0.012,0.811,0.138,0.765
0.573,0.291,0.693,0.319,0.765
0.655,0.493,0.474,0.031,0.569
0.59,0.094,0.648,0.455,0.765
0.66,0.041,0.389,0.933,0.762
0.525,0.712,0.039,0.298,0.765
0.102,0.004,0.578,0.925,0.762
0.191,0.859,0.418,0.454,-0.765
0.689,0.845,0.526,0.231,-0.762
0.266,0.001,0.511,0.962,0.762
0.913,0.96,0.668,0.461,-0.765
0.88,0.299,0.156,0.052,-0.297
0.626,0.733,0.059,0.656,0.275
0.922,0.483,0.307,0.21,-0.493
0.535,0.882,0.046,0.59,-0.297
0.566,0.0,0.774,0.712,0.761
0.717,0.346,0.867,0.381,0.636
0.282,0.497,0.613,0.588,0.765
0.53,0.198,0.78,0.661,0.745
0.552,0.978,0.972,0.707,-0.761
0.079,0.592,0.149,0.85,0.765
0.972,0.382,0.344,0.605,-0.519
0.613,0.202,0.045,0.606,0.765
0.987,0.667,0.201,0.653,-0.3
0.84,0.176,0.217,0.979,-0.348
0.016,0.792,0.058,0.706,-0.088
0.998,0.621,0.255,0.204,-0.416
0.752,0.149,0.435,0.226,0.748
0.066,0.078,0.939,0.369,0.765
0.638,0.813,0.89,0.528,-0.765
0.769,0.504,0.361,0.768,0.611
0.384,0.208,0.979,0.145,0.765
0.135,0.819,0.629,0.618,-0.757
0.47,0.467,0.678,0.219,0.58
0.525,0.525,0.642,0.841,0.747
0.213,0.007,0.714,0.401,0.765
0.204,0.069,0.78,0.292,0.765
0.458,0.131,0.698,0.747,0.762
0.569,0.14,0.808,0.337,0.765
0.166,0.985,0.238,0.976,-0.39
0.252,0.188,0.837,0.166,0.765
0.62,0.747,0.983,0.318,-0.134
0.582,0.146,0.732,0.028,0.765
0.013,0.221,0.202,0.179,0.765
0.007,0.544,0.064,0.039,0.765
0.872,0.835,0.176,0.654,-0.297
0.548,0.845,0.924,0.178,-0.765
0.169,0.109,0.259,0.266,0.76
0.222,0.172,0.687,0.293,0.765
0.387,0.923,0.998,0.235,-0.765
0.127,0.694,0.431,0.144,0.763
0.784,0.671,0.771,0.226,-0.532
0.491,0.396,0.947,0.412,0.765
0.647,0.491,0.661,0.205,0.386
0.319,0.912,0.643,0.386,-0.765
0.634,0.259,0.068,0.391,0.765
0.603,0.375,0.442,0.443,0.762
0.88,0.883,0.807,0.471,-0.765
0.251,0.411,0.422,0.589,0.765
0.649,0.376,0.063,0.957,0.765
0.929,0.795,0.788,0.187,-0.765
0.872,0.533,0.276,0.308,-0.447
0.395,0.151,0.498,0.672,0.749
0.509,0.121,0.416,0.234,0.765
0.045,0.625,0.801,0.996,0.762
0.663,0.156,0.32,0.524,0.75
0.257,0.856,0.887,0.848,-0.762
0.91,0.734,0.683,0.325,-0.765
0.955,0.016,0.691,0.439,-0.765
0.797,0.341,0.701,0.263,-0.548
0.99,0.111,0.809,0.261,-0.765
0.453,0.95,0.98,0.697,-0.76
0.861,0.589,0.163,0.253,-0.297
0.208,0.272,0.475,0.549,0.743
0.359,0.971,0.529,0.224,-0.763
0.785,0.61,0.396,0.793,-0.54
0.589,0.23,0.054,0.957,0.765
0.866,0.664,0.531,0.2,-0.764
0.1,0.649,0.098,0.689,0.765
0.442,0.587,0.493,0.588,0.675
0.924,0.633,0.681,0.335,-0.765
0.471,0.215,0.302,0.205,0.751
0.812,0.218,0.738,0.725,-0.762
0.126,0.648,0.675,0.226,0.765
0.011,0.855,0.424,0.861,-0.764
0.188,0.741,0.264,0.575,0.739
0.813,0.563,0.624,0.572,-0.765
0.461,0.983,0.329,0.98,-0.528
0.716,0.349,0.19,0.404,0.755
0.059,0.118,0.445,0.68,0.762
0.33,0.332,0.996,0.683,0.754
0.563,0.719,0.08,0.946,0.398
0.051,0.354,0.824,0.366,0.765
0.741,0.052,0.245,0.935,0.739
0.828,0.12,0.503,0.159,-0.75
0.148,0.748,0.816,0.272,0.393
0.766,0.754,0.489,0.492,-0.048
0.492,0.448,0.212,0.749,0.757
0.354,0.774,0.699,0.776,0.757
0.87,0.046,0.525,0.149,-0.762
0.729,0.578,0.066,0.638,0.309
0.147,0.934,0.989,0.724,-0.762
0.726,0.878,0.539,0.041,-0.765
0.42,0.423,0.7,0.679,0.752
0.827,0.491,0.513,0.91,-0.762
0.219,0.066,0.492,0.428,0.747
0.973,0.17,0.678,0.897,-0.762
0.319,0.873,0.594,0.17,-0.765
0.298,0.575,0.824,0.445,0.765
0.823,0.645,0.272,0.087,-0.441
0.717,0.159,0.018,0.231,0.755
0.007,0.934,0.455,0.874,-0.762
0.528,0.782,0.776,0.086,-0.232
